S.L No,CustomerID,Gender,Location,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,GST,Offline_Spend,Online_Spend,Month,Discount_pct
1170,17841,M,California,17711,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2435.97,1,10
1171,17841,M,California,17713,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,5000,2435.97,1,10
1172,17841,M,California,17713,12-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1173,17841,M,California,17713,12-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,0.1,5000,2435.97,1,10
1174,17841,M,California,17715,12-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1175,17841,M,California,17715,12-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1176,17841,M,California,17716,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4,153.71,6.5,0.1,5000,2435.97,1,10
1177,17841,M,California,17719,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2435.97,1,10
1178,17841,M,California,17721,12-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1179,17841,M,California,17723,12-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1180,17841,M,California,17723,12-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,0.1,5000,2435.97,1,10
1181,17841,M,California,17724,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2435.97,1,10
1182,17841,M,California,17725,12-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1183,17841,M,California,17726,12-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1184,17841,M,California,17727,12-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,5000,2435.97,1,10
1185,17841,M,California,17728,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2435.97,1,10
1186,17346,F,New Jersey,17685,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2435.97,1,10
1187,17643,F,California,17690,12-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1188,17643,F,California,17690,12-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1189,17643,F,California,17691,12-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,5000,2435.97,1,10
1190,17873,M,California,17731,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,5000,2435.97,1,10
1191,17873,M,California,17731,12-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,5000,2435.97,1,10
1192,17873,M,California,17732,12-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1193,17873,M,California,17733,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2435.97,1,10
1194,13093,M,California,17734,12-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1195,13093,M,California,17734,12-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1196,13093,M,California,17738,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2435.97,1,10
1197,12921,M,New York,17742,12-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1198,12921,M,New York,17743,12-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1199,12921,M,New York,17744,12-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,122.77,6.5,0.1,5000,2435.97,1,10
1200,12921,M,New York,17744,12-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,5000,2435.97,1,10
1201,12921,M,New York,17745,12-Jan-19,GGOENEBB079399,Nest Protect Smoke + CO Black Wired Alarm-USA,Nest-USA,1,81.5,6.5,0.1,5000,2435.97,1,10
1202,12921,M,New York,17745,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2435.97,1,10
1203,12921,M,New York,17745,12-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2435.97,1,10
1204,12921,M,New York,17746,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2435.97,1,10
1205,13468,M,New York,17748,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2435.97,1,10
1206,13468,M,New York,17752,12-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2435.97,1,10
1207,13468,M,New York,17756,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1208,13468,M,New York,17757,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1209,13468,M,New York,17759,13-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,81.5,6.5,0.1,5000,2449.65,1,10
1210,17760,F,New Jersey,17760,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1211,17760,F,New Jersey,17761,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1212,17760,F,New Jersey,17763,13-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1213,17760,F,New Jersey,17764,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,5000,2449.65,1,10
1214,17760,F,New Jersey,17765,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1215,16928,F,California,17768,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,5000,2449.65,1,10
1216,16048,M,New Jersey,17772,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,5000,2449.65,1,10
1217,16048,M,New Jersey,17772,13-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,0.1,5000,2449.65,1,10
1218,16048,M,New Jersey,17773,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1219,16048,M,New Jersey,17774,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,5,153.71,6.5,0.1,5000,2449.65,1,10
1220,16274,F,California,17775,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,5000,2449.65,1,10
1221,16274,F,California,17776,13-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,5000,2449.65,1,10
1222,16274,F,California,17779,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3,153.71,6.5,0.1,5000,2449.65,1,10
1223,16274,F,California,17780,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,5000,2449.65,1,10
1224,16274,F,California,17780,13-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,0.1,5000,2449.65,1,10
1225,16274,F,California,17780,13-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,0.1,5000,2449.65,1,10
1226,16274,F,California,17782,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1227,16274,F,California,17782,13-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1228,16274,F,California,17783,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1229,16274,F,California,17785,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1230,16274,F,California,17786,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1231,16274,F,California,17786,13-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1232,16274,F,California,17788,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1233,16274,F,California,17788,13-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,5000,2449.65,1,10
1234,16274,F,California,17795,13-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,0.1,5000,2449.65,1,10
1235,16274,F,California,17806,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1236,16274,F,California,17810,13-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,5000,2449.65,1,10
1237,16274,F,California,17811,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1238,16274,F,California,17813,13-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1239,16274,F,California,17814,13-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,5000,2449.65,1,10
1240,16274,F,California,17816,13-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,5000,2449.65,1,10
1241,14696,M,New York,17818,13-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1242,14696,M,New York,17819,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1243,14696,M,New York,17820,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1244,14696,M,New York,17825,13-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2,81.5,6.5,0.1,5000,2449.65,1,10
1245,14696,M,New York,17826,13-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1246,14696,M,New York,17827,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1247,14696,M,New York,17829,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1248,14696,M,New York,17830,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1249,14696,M,New York,17831,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1250,14696,M,New York,17832,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1251,14696,M,New York,17833,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,35.3,0.1,5000,2449.65,1,10
1252,14696,M,New York,17834,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1253,14696,M,New York,17835,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1254,16539,M,California,17840,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,5,122.77,6.5,0.1,5000,2449.65,1,10
1255,16539,M,California,17843,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1256,16539,M,California,17852,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,122.77,6.5,0.1,5000,2449.65,1,10
1257,16539,M,California,17852,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,5000,2449.65,1,10
1258,16539,M,California,17852,13-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2,81.5,6.5,0.1,5000,2449.65,1,10
1259,16539,M,California,17853,13-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,2449.65,1,10
1260,16539,M,California,17855,13-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,102.13,6.5,0.1,5000,2449.65,1,10
1261,16539,M,California,17856,13-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,81.5,6.5,0.1,5000,2449.65,1,10
1262,17025,F,Chicago,17857,13-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1263,17025,F,Chicago,17858,13-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,2449.65,1,10
1264,17025,F,Chicago,17859,14-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,81.5,6.5,0.1,5000,1920.57,1,10
1265,17025,F,Chicago,17860,14-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,5000,1920.57,1,10
1266,13777,F,California,17868,14-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,1920.57,1,10
1267,13777,F,California,17869,14-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,1920.57,1,10
1268,13777,F,California,17871,14-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,1920.57,1,10
1269,13777,F,California,17873,14-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,1920.57,1,10
1270,13777,F,California,17875,14-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,1920.57,1,10
1271,13777,F,California,17878,14-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,1920.57,1,10
1272,13777,F,California,17890,14-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,1920.57,1,10
1273,17690,F,Chicago,17881,14-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,1920.57,1,10
1274,17690,F,Chicago,17882,14-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,1920.57,1,10
1275,17690,F,Chicago,17884,14-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,1920.57,1,10
1276,17690,F,Chicago,17885,14-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,5000,1920.57,1,10
1277,17690,F,Chicago,17886,14-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,1920.57,1,10
1278,17690,F,Chicago,17887,14-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,28.78,0.1,5000,1920.57,1,10
1279,17690,F,Chicago,17889,14-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,1920.57,1,10
1280,12947,M,California,17892,14-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,5000,1920.57,1,10
1281,12947,M,California,17893,14-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,3,122.77,6.5,0.1,5000,1920.57,1,10
1282,12947,M,California,17894,14-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,1920.57,1,10
1283,12947,M,California,17896,14-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,5000,1920.57,1,10
1284,13777,F,California,17906,15-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,1734.68,1,10
1285,12947,M,California,17900,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1286,12947,M,California,17901,15-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,1734.68,1,10
1287,12947,M,California,17901,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1288,12947,M,California,17901,15-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,3000,1734.68,1,10
1289,12947,M,California,17902,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,3000,1734.68,1,10
1290,12947,M,California,17903,15-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,0.1,3000,1734.68,1,10
1291,12947,M,California,17904,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1292,12947,M,California,17905,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1293,17460,F,California,17907,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,3000,1734.68,1,10
1294,18229,M,New York,17907,15-Jan-19,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,0.1,3000,1734.68,1,10
1295,18229,M,New York,17908,15-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,1734.68,1,10
1296,18229,M,New York,17908,15-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,0.1,3000,1734.68,1,10
1297,18229,M,New York,17909,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3,153.71,6.5,0.1,3000,1734.68,1,10
1298,18229,M,New York,17912,15-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,3000,1734.68,1,10
1299,18229,M,New York,17912,15-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,1734.68,1,10
1300,18229,M,New York,17913,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1301,14142,F,Chicago,17914,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1302,14142,F,Chicago,17915,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1303,14142,F,Chicago,17915,15-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,81.5,6.5,0.1,3000,1734.68,1,10
1304,14142,F,Chicago,17916,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1305,14142,F,Chicago,17921,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,5,153.71,6.5,0.1,3000,1734.68,1,10
1306,14142,F,Chicago,17922,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1307,14142,F,Chicago,17924,15-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,1734.68,1,10
1308,14142,F,Chicago,17925,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,28.78,0.1,3000,1734.68,1,10
1309,14142,F,Chicago,17926,15-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,3000,1734.68,1,10
1310,14142,F,Chicago,17930,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1311,14142,F,Chicago,17933,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1312,14142,F,Chicago,17935,15-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,1734.68,1,10
1313,14142,F,Chicago,17937,15-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,0.1,3000,1734.68,1,10
1314,14142,F,Chicago,17938,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,0.1,3000,1734.68,1,10
1315,14142,F,Chicago,17939,15-Jan-19,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,1734.68,1,10
1316,17069,F,California,17943,15-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,1734.68,1,10
1317,17069,F,California,17944,15-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,0.1,3000,1734.68,1,10
1318,13065,F,Chicago,17945,15-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,81.5,6.5,0.1,3000,1734.68,1,10
1319,13065,F,Chicago,17946,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1320,13065,F,Chicago,17947,15-Jan-19,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,0.1,3000,1734.68,1,10
1321,13065,F,Chicago,17948,15-Jan-19,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,0.1,3000,1734.68,1,10
1322,18041,M,Washington DC,18268,19-Jan-19,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,102.13,6.5,0.1,3000,2753.56,1,10
